'BPP_20005008_0124x17MTRPx1cdp'
     141
    1000
     436         2
     427         1
     425         2
     424         1
     423         1
     418         1
     413         2
     389         1
     383         1
     382         1
     379         2
     378         1
     377         1
     372         1
     367         1
     365         1
     360         1
     359         1
     358         1
     344         1
     339         1
     336         1
     319         1
     318         1
     317         1
     316         1
     299         1
     294         1
     284         1
     283         1
     278         1
     276         1
     275         1
     258         1
     255         1
     252         1
     247         1
     242         1
     232         1
     229         1
     228         1
     222         1
     213         1
     212         1
     207         1
     205         1
     196         1
     195         2
     192         1
     184         1
     183         1
     181         1
     164         1
     158         1
     155         1
     149         1
     141         1
     138         1
     136         1
     134         1
     132         1
     124         1
      97         1
      87         2
      83         1
      76         1
      72         1
      71         3
      70         2
      69         1
      58         1
      53         1
      51         1
      38         1
      33         1
      31         1
      28         1
'BPP_18000108_0716x13MTRPr5ppi'
     129
    1000
     799         1
     791         1
     786         2
     781         1
     776         1
     771         1
     768         1
     767         1
     764         1
     755         1
     747         2
     738         1
     735         1
     734         1
     724         1
     721         1
     720         1
     704         1
     703         1
     701         1
     698         1
     697         1
     692         1
     689         1
     685         1
     677         1
     670         2
     667         1
     637         1
     631         1
     627         1
     623         1
     606         1
     605         1
     601         1
     592         1
     586         1
     584         1
     582         1
     581         1
     578         2
     577         1
     573         1
     566         1
     555         1
     546         1
     545         1
     544         1
     540         1
     533         1
     529         1
     523         1
     518         1
     517         1
     505         1
     491         1
     486         2
     465         1
     461         2
     458         2
     440         1
     439         1
     438         1
     436         1
     433         1
     431         1
     428         1
     415         2
     411         2
     406         1
     392         1
     390         1
     389         2
     386         1
     384         1
     382         1
     381         1
     376         1
     372         1
     368         1
     349         2
     348         1
     329         1
     326         1
     325         1
     321         1
     313         1
     293         1
     292         2
     278         2
     275         1
     272         1
     258         1
     256         1
     243         1
     222         1
     220         1
     218         1
     217         1
     216         1
     199         1
     193         1
     192         1
     164         1
     154         1
     153         1
     146         1
     142         1
     132         1
     131         2
     127         1
     125         2
     120         1
     119         1
     106         1
     104         3
      90         1
      79         1
      74         1
      67         1
      66         1
      63         1
      55         1
      50         1
      49         2
      47         1
      29         2
      22         1
      21         2
